episode;reward;steps
2242;13365.879691331176;106
2243;13365.879691331176;106
2244;13365.879691331176;106
2245;13365.879691331176;106
2246;13296.095822605028;106
2247;13365.879691331176;106
2248;13388.813903454204;108
2249;13365.879691331176;106
2250;13321.496348519911;108
2251;13365.879691331176;106
2252;13362.031859588451;108
2253;13365.879691331176;106
2254;13368.272676216553;108
2255;13365.879691331176;106
2256;13542.139421274358;110
2257;13346.545043758133;108
2258;13319.426967472951;110
2259;13296.044786766179;107
2260;13445.891316316156;107
2261;13335.076261414346;106
2262;13402.025945904523;107
2263;13264.24191683246;106
2264;13304.001899677482;108
2265;13365.879691331176;106
2266;13365.879691331176;106
2267;13295.238283492414;106
2268;13365.879691331176;106
2269;13365.879691331176;106
2270;13365.879691331176;106
2271;13467.947752046997;108
2272;13301.876617981188;106
2273;13365.879691331176;106
2274;13365.879691331176;106
2275;13365.879691331176;106
2276;13365.879691331176;106
2277;13332.199073737627;108
2278;13152.94574864167;106
2279;13365.879691331176;106
2280;13393.747067774719;108
2281;13328.264042611816;108
2282;13478.662276956384;109
2283;13381.820134727095;108
2284;13318.915713782757;108
2285;13478.662276956384;109
2286;13328.264042611816;108
2287;13377.959224195947;107
2288;13293.375348722366;106
2289;13296.103398790196;106
2290;13365.879691331176;106
2291;13273.449596031083;106
2292;13302.091521960192;107
2293;13345.879929220435;106
2294;13287.723876345746;108
2295;13396.690085399841;109
2296;13411.186425363892;107
2297;13365.879691331176;106
2298;13294.942166274588;106
2299;13392.07120671084;108
2300;13428.140929486919;107
2301;13281.003092237119;106
2302;13302.438985363893;106
2303;13312.481533293883;106
2304;13319.34575854844;108
2305;13434.256115135466;107
2306;13365.879691331176;106
2307;13542.139421274358;110
2308;13320.489718954615;108
2309;13293.313573218129;106
2310;13365.879691331176;106
2311;13358.084356471689;107
2312;13392.94654211821;108
2313;13365.879691331176;106
2314;13365.879691331176;106
2315;13343.539256972024;108
2316;13365.879691331176;106
2317;13365.879691331176;106
2318;13365.879691331176;106
2319;13362.606536064857;107
2320;13320.489718954615;108
2321;13283.614355344374;107
2322;13365.879691331176;106
2323;13345.879898278092;106
2324;13313.073247041391;108
2325;13365.879691331176;106
2326;13362.606536064857;107
2327;13365.879691331176;106
2328;13277.896919436342;106
2329;13412.46442888855;108
2330;13286.199515246231;108
2331;13244.42975422392;108
2332;13365.879691331176;106
2333;13373.575007544812;109
2334;13347.292929736166;109
2335;13359.2987588923;110
2336;13384.55295094167;109
2337;13281.267119391578;109
2338;13275.851982813774;111
2339;13296.104581675796;111
2340;13275.851982813774;111
2341;13275.851982813774;111
2342;13232.079388221922;111
2343;13336.000094182491;115
2344;13446.777668137778;110
2345;13430.484524098494;112
2346;13371.362427828457;109
2347;13500.315827180058;110
2348;13595.440324328765;111
2349;13481.255960539544;110
2350;13487.353796841271;110
2351;13516.783059471743;109
2352;13510.592031632183;109
2353;13297.365666865433;108
2354;13358.47139427313;109
2355;13293.766526323763;109
2356;13259.038141725563;108
2357;13393.837888386115;109
2358;13397.719068173246;110
2359;13543.473705943272;109
2360;13493.945876828493;111
2361;13214.041101864146;110
2362;13577.218615719226;119
2363;13452.8649431361;111
2364;13208.003347541986;109
2365;13345.413641087725;111
2366;13502.92100242849;118
2367;13343.05418527168;118
2368;13284.355268631503;118
2369;13548.644322718215;116
2370;13539.351776517688;117
2371;13402.860051275313;115
2372;13416.717150178247;114
2373;13007.743668072775;129
2374;13301.03884070592;109
2375;13336.243833525774;112
2376;13239.857553157151;115
2377;13246.392727372711;112
2378;13285.263355572291;119
2379;13339.796415940444;111
2380;13274.493262816848;109
2381;13435.24041111778;108
2382;13478.359575517783;111
2383;13561.87906405521;111
2384;13483.526350922564;111
2385;13288.798729693792;111
2386;13386.92930309376;111
2387;13432.65821749228;111
2388;13395.096267402525;109
2389;13615.257492029688;111
2390;13445.070546769914;108
2391;13310.978024017579;108
2392;13401.227683012457;110
2393;13427.34547919611;108
2394;13310.978024017579;108
2395;13372.83833564833;108
2396;13333.190289863944;109
2397;13349.465286369228;110
2398;13329.124314508832;110
2399;13475.695434638636;108
2400;13069.407145253654;105
2401;13433.430205365174;107
2402;13404.656538188965;107
2403;13274.392387258333;108
2404;13404.656538188965;107
2405;13248.886761643445;106
2406;13378.387664949967;107
2407;13092.162598490824;108
2408;13404.656538188965;107
2409;13454.816331356948;108
2410;13406.73297111358;109
2411;13351.631870573421;109
2412;13351.631870573421;109
2413;13503.383600009629;112
2414;13375.336575279534;110
2415;13351.631870573421;109
2416;13351.631870573421;109
2417;13403.231587904274;108
2418;13376.771494781819;109
2419;13383.714470876803;112
2420;13403.231587904274;108
2421;13485.533587787111;109
2422;13383.387498681142;108
2423;13405.52153314015;110
2424;13343.738589994176;110
2425;13345.78679965588;109
2426;13403.231587904274;108
2427;13345.480187846511;109
2428;13403.231587904274;108
2429;13506.790617545113;109
2430;13403.231587904274;108
2431;13403.231587904274;108
2432;13453.121203417108;111
2433;13323.584208119306;115
2434;13392.680946527784;113
2435;13245.334516334722;109
2436;13325.175040461501;111
2437;13254.418516515938;108
2438;13476.501249841325;110
2439;13313.690419782988;109
2440;13548.133511460139;119
2441;13344.006248685633;112
2442;13373.806442200732;112
2443;13215.756052986584;113
2444;13327.772709502631;111
2445;13374.085327815386;111
2446;13284.608694987108;113
2447;13289.542867124874;114
2448;13358.065898990872;114
2449;13210.330576400129;114
2450;13443.078243215867;120
2451;13593.780017558709;124
2452;13370.485325085818;119
2453;13362.144491116354;116
2454;13427.207227890285;120
2455;13315.262219107579;118
2456;13209.656630619445;115
2457;13431.464590528072;116
2458;13530.244612159415;114
2459;13507.354286083157;121
2460;13571.016346923823;126
2461;13151.286971739419;122
2462;12518.571009517898;117
2463;12717.914462032431;112
2464;13175.598843738679;116
2465;13105.689220788101;114
2466;12778.013999647705;110
2467;13512.032437815213;115
2468;13407.222994182357;116
2469;13124.751644252321;120
2470;13263.502453614396;120
2471;13226.802443004373;118
2472;13166.999426601846;114
2473;13731.517675916419;119
2474;13432.466927404805;113
2475;13368.37987050321;113
2476;12849.794565276778;105
2477;13222.87979312691;109
2478;13154.990851517989;106
2479;13096.948153344612;106
2480;13389.794389481707;106
2481;13166.891389506443;107
2482;13389.794389481707;106
2483;13389.794389481707;106
2484;13389.794389481707;106
2485;13389.794389481707;106
2486;13389.794389481707;106
2487;13389.794389481707;106
2488;13389.794389481707;106
2489;13389.794389481707;106
2490;13389.794389481707;106
2491;13355.186010072406;106
2492;13313.53666819786;106
2493;13363.97844637209;106
2494;13389.794389481707;106
2495;13268.883558721356;106
2496;13389.794389481707;106
2497;13163.011834860745;105
2498;13351.453670828363;106
2499;13389.794389481707;106
2500;13389.794389481707;106
2501;13389.794389481707;106
2502;13122.665112902574;105
2503;13297.199673774312;106
2504;13404.817445166465;107
2505;13389.794389481707;106
2506;13389.794389481707;106
2507;13371.348362556522;106
2508;13389.794389481707;106
2509;13389.794389481707;106
2510;13389.794389481707;106
2511;13389.794389481707;106
2512;13389.794389481707;106
2513;13170.925876926845;105
2514;13389.794389481707;106
2515;13158.919384358764;105
2516;13389.794389481707;106
2517;13389.794389481707;106
2518;13389.794389481707;106
2519;13389.794389481707;106
2520;13389.794389481707;106
2521;13259.02985648256;108
2522;13371.37335174266;106
2523;13170.00429377871;105
2524;13389.794389481707;106
2525;13307.044086219019;106
2526;13377.849082920926;106
2527;13411.688819892286;107
2528;13248.044104529015;105
2529;13332.922958187724;106
2530;13275.724410438832;106
2531;13389.794389481707;106
2532;13389.794389481707;106
2533;13389.794389481707;106
2534;13389.794389481707;106
2535;13389.794389481707;106
2536;13378.963775260683;106
2537;13389.794389481707;106
2538;13163.625807885715;105
2539;13264.940809294032;106
2540;13363.630692726712;107
2541;13389.794389481707;106
2542;13389.794389481707;106
2543;13218.369243733323;106
2544;13389.794389481707;106
2545;13277.873065738608;107
2546;13389.794389481707;106
2547;13389.794389481707;106
2548;13389.794389481707;106
2549;13389.794389481707;106
2550;13389.794389481707;106
2551;13371.37335174266;106
2552;13389.794389481707;106
2553;13208.930297990742;105
2554;13389.794389481707;106
2555;13389.794389481707;106
2556;13341.35868223929;107
2557;13389.794389481707;106
2558;13453.978801790008;107
2559;13389.794389481707;106
2560;13371.348362556522;106
2561;13354.686031264984;106
2562;13389.794389481707;106
2563;13389.794389481707;106
2564;13349.683234270447;106
2565;13389.794389481707;106
2566;13346.456818274683;107
2567;13307.827837863751;106
2568;13164.018224011574;105
2569;13352.839061500363;106
2570;13407.268231356802;108
2571;13325.729785590729;108
2572;13389.794389481707;106
2573;13376.160579745207;108
2574;13389.794389481707;106
2575;13389.794389481707;106
2576;13307.319134206551;106
2577;13242.267526723383;106
2578;13267.033713191704;106
2579;13389.794389481707;106
2580;13435.862627314578;109
2581;13389.794389481707;106
2582;13327.74199303303;107
2583;13063.739176584942;105
2584;13281.227696583848;106
2585;13389.794389481707;106
2586;13389.794389481707;106
2587;13370.02855689178;106
2588;13389.794389481707;106
2589;13389.794389481707;106
2590;13319.253634896337;106
2591;13308.995605741806;107
2592;13389.794389481707;106
2593;13389.794389481707;106
2594;13399.385014521456;106
2595;13368.112406866125;106
2596;13371.369842234008;106
2597;13270.031773596227;108
2598;13353.563242829841;108
2599;13348.766304731007;106
2600;13271.166576087799;107
2601;13104.493596208576;105
2602;13389.794389481707;106
2603;13160.246933427905;105
2604;13138.647759641493;105
2605;13389.794389481707;106
2606;13389.794389481707;106
2607;13385.306120615805;106
2608;13389.794389481707;106
2609;13389.794389481707;106
2610;13389.794389481707;106
2611;13383.404235618118;108
2612;13382.2552203515;108
2613;13267.087716685539;106
2614;13389.794389481707;106
2615;13332.802963272732;106
2616;13047.62539078914;105
2617;13389.794389481707;106
2618;13248.044104529015;105
2619;13389.794389481707;106
2620;13219.941194357172;108
2621;13389.794389481707;106
2622;13389.794389481707;106
2623;13389.794389481707;106
2624;13389.794389481707;106
2625;13372.952424843894;106
2626;13235.71752216642;106
2627;13389.794389481707;106
2628;13170.00429377871;105
2629;13298.404441845209;108
2630;13121.445171994617;107
2631;13114.49329983645;105
2632;13389.794389481707;106
2633;13252.78754075738;106
2634;13399.385014521456;106
2635;13209.080345322398;106
2636;13365.664141373201;106
2637;13389.794389481707;106
2638;13369.627900738858;106
2639;13310.736191301736;107
2640;13389.794389481707;106
2641;13389.794389481707;106
2642;13389.794389481707;106
2643;13162.119642752412;105
2644;13407.268231356802;108
2645;13389.794389481707;106
2646;13389.794389481707;106
2647;13249.329052237055;106
2648;13389.794389481707;106
2649;13389.794389481707;106
2650;13370.037272728281;106
2651;13264.546869380014;106
2652;13142.718807575597;105
2653;13389.794389481707;106
2654;13137.108566900233;105
2655;13264.546869380014;106
2656;13326.766595359748;106
2657;13389.794389481707;106
2658;13389.794389481707;106
2659;13389.794389481707;106
2660;13413.562856561708;107
2661;13389.794389481707;106
2662;13389.794389481707;106
2663;13370.037272728281;106
2664;13231.949291262585;106
2665;13277.582013153668;108
2666;13235.729055451022;106
2667;13173.63844481373;109
2668;13222.222178357057;107
2669;13108.320736745;111
2670;13203.668456559604;107
2671;13069.19334257356;107
2672;13222.222178357057;107
2673;13109.10140255244;108
2674;13224.222079029683;107
2675;13222.222178357057;107
2676;13256.09282653624;108
2677;13223.051602325006;108
2678;13098.682392775036;106
2679;13505.70351622114;111
2680;13259.423617035543;108
2681;13413.887945767892;111
2682;13206.937801946837;107
2683;13378.02735369726;110
2684;13041.029928772017;107
2685;13258.260036488351;107
2686;13222.222178357057;107
2687;13104.290133511811;106
2688;13283.42372427342;108
2689;13222.222178357057;107
2690;13222.222178357057;107
2691;13222.222178357057;107
2692;13222.222178357057;107
2693;13315.882856469114;109
2694;13222.222178357057;107
2695;13285.080087878378;110
2696;13204.120175524433;107
2697;13222.222178357057;107
2698;13348.185256943552;108
2699;13223.051602325006;108
2700;13104.559925344402;107
2701;13135.45095904476;107
2702;13222.222178357057;107
2703;13313.775387871057;108
2704;13209.934608830521;108
2705;13222.222178357057;107
2706;13125.913243443974;106
2707;13012.475279260883;106
2708;13222.222178357057;107
2709;13222.222178357057;107
2710;13098.682392775036;106
2711;13207.205768716281;107
2712;13222.222178357057;107
2713;13128.578838047382;107
2714;13154.59450003145;106
2715;13222.222178357057;107
2716;13222.222178357057;107
2717;13222.222178357057;107
2718;13214.283253927963;109
2719;13222.222178357057;107
2720;13222.222178357057;107
2721;13174.103758855677;106
2722;13123.989918697911;107
2723;13245.453363028219;108
2724;13097.006464525908;107
2725;13222.222178357057;107
2726;13222.222178357057;107
2727;13098.682392775036;106
2728;13107.061582115442;106
2729;13129.014755303462;107
2730;13139.079664003588;107
2731;13194.567728658956;109
2732;13116.950943772586;108
2733;13464.756669163886;111
2734;13483.89147099269;110
2735;13350.46750576885;109
2736;13432.157456674246;110
2737;13222.222178357057;107
2738;13204.099721793344;107
2739;13222.222178357057;107
2740;13117.627745228032;107
2741;13222.222178357057;107
2742;13222.222178357057;107
2743;13192.431715655097;107
2744;13135.131436944679;107
2745;13222.222178357057;107
2746;13234.060938865958;107
2747;13222.222178357057;107
2748;13251.846522318056;110
2749;13276.168560012344;108
2750;13103.775202662642;106
2751;13036.767253075473;106
2752;13222.222178357057;107
2753;13222.222178357057;107
2754;13222.222178357057;107
2755;13134.875628256576;106
2756;13203.73977305881;107
2757;13152.431859393795;107
2758;13204.217206591344;107
2759;13222.222178357057;107
2760;13222.222178357057;107
2761;13148.977806401117;109
2762;13222.222178357057;107
2763;13222.222178357057;107
2764;13222.222178357057;107
2765;13144.028698182157;107
2766;13222.222178357057;107
2767;13192.274433202141;107
2768;13222.222178357057;107
2769;13207.455858622201;107
2770;13222.222178357057;107
2771;13170.761029889718;107
2772;13222.222178357057;107
2773;13222.222178357057;107
2774;13264.927185539327;107
2775;13136.169716491133;108
2776;13024.726073405125;106
2777;13188.339604666045;106
2778;13222.222178357057;107
2779;13134.464852177834;106
2780;13432.157456674246;110
2781;13274.31860258546;108
2782;13080.166048584873;110
2783;13164.926909958449;107
2784;13246.000331431489;107
2785;13060.37659397837;106
2786;13222.222178357057;107
2787;13222.222178357057;107
2788;13060.37659397837;106
2789;13222.222178357057;107
2790;13222.222178357057;107
2791;13222.222178357057;107
2792;13361.978255368602;108
2793;13222.222178357057;107
2794;13075.168837218309;106
2795;13222.222178357057;107
2796;13274.840040392231;108
2797;13114.52073205952;108
2798;13317.094004060964;108
2799;13222.222178357057;107
2800;13307.833998375518;108
2801;13222.222178357057;107
2802;13210.520268115544;107
2803;13227.435707498653;108
2804;13222.222178357057;107
2805;13219.23169708936;107
2806;13199.91408859722;108
2807;13222.222178357057;107
2808;13167.935108917474;109
2809;13361.197598811359;110
2810;13070.8298374508;106
2811;13175.939356734583;106
2812;13253.767365495516;107
2813;13253.767365495516;107
2814;13324.360963146948;108
2815;13557.248854413261;112
2816;13069.166480282496;106
2817;13296.112784148065;107
2818;13059.371295321918;107
2819;13168.40044472502;108
2820;13133.504922478125;111
2821;13078.003130142039;107
2822;13283.96475798198;108
2823;13180.72845925996;107
2824;13324.449797101859;107
2825;13303.135040507013;108
2826;13141.59275387152;106
2827;13127.624283558862;106
2828;13303.135040507013;108
2829;13131.63727784947;107
2830;13282.940003824455;108
2831;13171.461891967878;107
2832;13118.54877351269;108
2833;13273.706332622876;109
2834;13699.425163535558;116
2835;13317.124807588543;108
2836;13200.834616690196;107
2837;13287.57787282371;109
2838;13200.834616690196;107
2839;13312.687071037697;108
2840;13507.128107172599;115
2841;13200.834616690196;107
2842;13171.430608019184;108
2843;13218.031398893772;108
2844;13200.834616690196;107
2845;13320.913040371717;108
2846;13329.047505007951;108
2847;13216.783070608966;109
2848;13253.767365495516;107
2849;13220.150906154115;107
2850;13223.39712136765;107
2851;13233.956665569094;107
2852;13142.099488873138;107
2853;13128.575951554874;106
2854;13081.934835849097;106
2855;13222.222178357057;107
2856;13222.222178357057;107
2857;13222.222178357057;107
2858;13266.947592943377;109
2859;13188.997212171778;107
2860;13381.830844404563;108
2861;13222.222178357057;107
2862;13222.222178357057;107
2863;13222.222178357057;107
2864;13222.222178357057;107
2865;13222.222178357057;107
2866;13217.11471129614;108
2867;13222.222178357057;107
2868;13169.82580578431;106
2869;13243.374315351635;107
2870;13203.86109799862;106
2871;13077.12663836809;107
2872;13222.222178357057;107
2873;13028.926566818223;106
2874;13202.380734093813;107
2875;13204.11440852126;107
2876;13255.63333906901;108
2877;13223.051602325006;108
2878;13222.222178357057;107
2879;13258.434176782159;108
2880;13222.222178357057;107
2881;13208.102725796874;107
2882;13222.222178357057;107
2883;13373.518319607421;108
2884;13187.345627157496;107
2885;13098.379554449668;108
2886;13302.161147765311;108
2887;13032.969859342416;108
2888;13222.222178357057;107
2889;13296.273231333598;108
2890;13279.17198083791;107
2891;13222.222178357057;107
2892;13216.601186175061;106
2893;13275.44732678028;108
2894;13222.222178357057;107
2895;12995.862523820348;108
2896;13282.412479190096;108
2897;13222.222178357057;107
2898;13204.136648059384;106
2899;13322.960494485013;109
2900;13199.108900334746;109
2901;13222.222178357057;107
2902;13187.011845862853;107
2903;13222.222178357057;107
2904;13222.222178357057;107
2905;13182.955539845416;109
2906;13222.222178357057;107
2907;13222.222178357057;107
2908;13222.222178357057;107
2909;13222.222178357057;107
2910;13221.417760056545;107
2911;13173.928979617092;107
2912;13205.924379669475;108
2913;13222.222178357057;107
2914;13222.222178357057;107
2915;13182.424530619734;106
2916;13122.773952542566;106
2917;13222.222178357057;107
2918;13222.222178357057;107
2919;13053.637557926759;106
2920;13318.112340768697;110
2921;13118.101460773381;107
2922;13222.222178357057;107
2923;13222.222178357057;107
2924;13222.222178357057;107
2925;13222.222178357057;107
2926;13222.222178357057;107
2927;13222.222178357057;107
2928;13222.222178357057;107
2929;13222.222178357057;107
2930;13222.222178357057;107
2931;13180.76183143939;106
2932;13250.192738495776;106
2933;13279.330071770237;107
2934;13395.583885195154;108
2935;13263.248331566545;107
2936;13225.843732072766;107
2937;13230.17599591898;106
2938;13222.222178357057;107
2939;13204.574056565101;106
2940;13170.761029889718;107
2941;13222.222178357057;107
2942;13204.099721793344;107
2943;13219.897435350831;107
2944;13222.222178357057;107
2945;13222.222178357057;107
2946;13209.092293446563;107
2947;13222.222178357057;107
2948;13195.855671993893;107
2949;13212.587518504552;107
2950;13165.76365079764;106
2951;13199.108900334746;109
2952;13222.222178357057;107
2953;13058.448035767897;108
2954;13222.222178357057;107
2955;13222.222178357057;107
2956;13222.222178357057;107
2957;13372.80148893628;110
2958;13275.44732678028;108
2959;13292.78368054689;107
2960;13240.164184389138;108
2961;13266.77774756737;109
2962;13195.855671993893;107
2963;13222.222178357057;107
2964;13222.222178357057;107
2965;13222.222178357057;107
2966;13105.635492048255;106
2967;13186.906130576508;107
2968;13192.431715655097;107
2969;13222.222178357057;107
2970;13183.702348258226;106
2971;13222.222178357057;107
2972;13222.222178357057;107
2973;13222.222178357057;107
2974;13180.425936144407;107
2975;13276.664576516818;107
2976;13123.989918697911;107
2977;13208.588368620553;109
2978;13037.085237182207;108
2979;13218.134629455322;107
2980;13222.222178357057;107
2981;13152.934483811381;106
2982;13222.222178357057;107
2983;13222.222178357057;107
2984;13204.099721793344;107
2985;13222.222178357057;107
2986;13204.804495654553;107
2987;13222.222178357057;107
2988;13216.38925824806;106
2989;13222.222178357057;107
2990;13222.222178357057;107
2991;13140.766047943625;107
2992;13206.933424236488;107
2993;13222.222178357057;107
2994;13200.663660801169;108
2995;13222.222178357057;107
2996;13222.222178357057;107
2997;13222.222178357057;107
2998;13222.222178357057;107
2999;13216.253598442725;106
3000;13222.222178357057;107
3001;13222.222178357057;107
3002;13222.222178357057;107
3003;13210.209425176508;106
3004;13219.23169708936;107
3005;13170.608981690199;109
3006;13222.222178357057;107
3007;13040.98427126434;106
3008;13222.222178357057;107
3009;13191.77674212935;107
3010;13222.222178357057;107
3011;13204.120175524433;107
3012;13222.222178357057;107
3013;13195.580603997376;106
3014;13309.533425763837;108
3015;13150.098789690066;106
3016;13371.816290470957;108
3017;13126.504759036916;106
3018;13251.723503875133;106
3019;13251.723503875133;106
3020;13213.565615174983;106
3021;13400.468694282627;108
3022;13265.320576220325;106
3023;13231.730005469684;106
3024;13251.723503875133;106
3025;13251.723503875133;106
3026;13251.723503875133;106
3027;13197.896719137134;106
3028;13251.723503875133;106
3029;13248.359140104383;106
3030;13265.56365384319;106
3031;13251.723503875133;106
3032;13368.596346136901;107
3033;13309.841577414065;107
3034;13251.723503875133;106
3035;13251.723503875133;106
3036;13251.723503875133;106
3037;13434.749859909403;112
3038;13234.722561019573;106
3039;13251.723503875133;106
3040;13251.723503875133;106
3041;13251.723503875133;106
3042;13251.723503875133;106
3043;13231.076617962019;106
3044;13328.785875287078;107
3045;13251.723503875133;106
3046;13251.723503875133;106
3047;13251.723503875133;106
3048;13251.723503875133;106
3049;13251.723503875133;106
3050;13199.588018352872;106
3051;13137.39312321768;106
3052;13251.723503875133;106
3053;13251.723503875133;106
3054;13340.019053646667;108
3055;13268.962759280526;106
3056;13303.014509672992;107
3057;13435.936086857666;107
3058;13215.591343701362;106
3059;13240.99201339291;110
3060;13251.723503875133;106
3061;13253.99842938261;106
3062;13251.723503875133;106
3063;13231.055075091524;106
3064;13135.314323647837;110
3065;13154.761072486528;108
3066;13251.723503875133;106
3067;13231.730005469684;106
3068;13251.723503875133;106
3069;13274.700042702103;109
3070;13251.723503875133;106
3071;13274.920505756985;107
3072;13198.066898512248;106
3073;13251.723503875133;106
3074;13208.020038783483;106
3075;13251.723503875133;106
3076;13251.723503875133;106
3077;13251.723503875133;106
3078;13197.039800309092;106
3079;13251.723503875133;106
3080;13108.261861842933;106
3081;13251.723503875133;106
3082;13251.723503875133;106
3083;13251.723503875133;106
3084;13253.199163704287;106
3085;13251.723503875133;106
3086;13251.723503875133;106
3087;13251.723503875133;106
3088;13229.041396206687;106
3089;13251.723503875133;106
3090;13251.723503875133;106
3091;13242.318744487324;108
3092;13266.948911976227;108
3093;13251.723503875133;106
3094;13382.21336925355;108
3095;13251.723503875133;106
3096;13251.723503875133;106
3097;13199.092952958126;107
3098;13296.574111636308;107
3099;13112.758409112863;107
3100;13204.01559171614;106
3101;13206.137294532491;106
3102;13251.723503875133;106
3103;13187.972093565371;106
3104;13251.723503875133;106
3105;13251.723503875133;106
3106;13251.723503875133;106
3107;13100.388774468296;107
3108;13251.723503875133;106
3109;13261.010426601919;107
3110;13309.83338838864;107
3111;13211.159513852905;107
3112;13319.936011226095;107
3113;13289.645770181765;107
3114;13251.723503875133;106
3115;13312.583234554466;107
3116;13251.723503875133;106
3117;13251.723503875133;106
3118;13246.616036814217;107
3119;13251.723503875133;106
3120;13251.723503875133;106
3121;13251.723503875133;106
3122;13134.22384052051;106
3123;13251.723503875133;106
3124;13187.359296786492;106
3125;13313.723337046733;107
3126;13251.723503875133;106
3127;13172.966065648432;106
3128;13438.813716145347;109
3129;13322.236052585962;107
3130;13251.723503875133;106
3131;13321.13024160951;108
3132;13251.723503875133;106
3133;13402.778943829844;108
3134;13332.666100979102;108
3135;13234.96103032244;106
3136;13251.723503875133;106
3137;13251.723503875133;106
3138;13334.838682915768;108
3139;13154.508209430029;106
3140;13251.723503875133;106
3141;13251.723503875133;106
3142;13251.723503875133;106
3143;13231.879339311092;106
3144;13251.723503875133;106
3145;13248.045009309872;106
3146;13394.83045760376;109
3147;13296.586169522148;107
3148;13231.891282896615;106
3149;13251.723503875133;106
3150;13151.271389563772;106
3151;13162.294166941054;106
3152;13251.723503875133;106
3153;13435.936086857666;107
3154;13251.723503875133;106
3155;13175.77334285698;108
3156;13231.74025811883;106
3157;13251.723503875133;106
3158;13234.722561019573;106
3159;13251.723503875133;106
3160;13251.723503875133;106
3161;13202.977883620957;106
3162;13251.898810669298;109
3163;13026.70177380587;106
3164;13263.480184461283;109
3165;13251.723503875133;106
3166;13212.985640826384;106
3167;13252.911620279609;108
3168;13206.172014322956;107
3169;13251.723503875133;106
3170;13251.723503875133;106
3171;13251.723503875133;106
3172;13251.723503875133;106
3173;13062.67093245107;106
3174;13251.723503875133;106
3175;13251.723503875133;106
3176;13161.849811869548;106
3177;13226.80623885073;106
3178;13448.966912535687;107
3179;13251.723503875133;106
3180;13251.723503875133;106
3181;13251.723503875133;106
3182;13251.723503875133;106
3183;13251.723503875133;106
3184;13329.936366074868;107
3185;13251.723503875133;106
3186;13400.210566162727;109
3187;13233.680576341303;107
3188;13184.694368870832;106
3189;13328.258655269077;107
3190;13192.065301273718;106
3191;13251.723503875133;106
3192;13316.945300847776;107
3193;13251.723503875133;106
3194;13234.722561019573;106
3195;13166.410314572144;107
3196;13334.128172892353;107
3197;13272.9938893192;107
3198;13251.723503875133;106
3199;13251.723503875133;106
3200;13251.723503875133;106
3201;13373.947649642421;107
3202;13251.723503875133;106
3203;13251.978783628063;106
3204;13293.984340239367;107
3205;13376.7679698963;110
3206;13251.723503875133;106
3207;13228.925254928721;106
3208;13312.030051664398;107
3209;13251.723503875133;106
3210;13135.171553881555;106
3211;13251.723503875133;106
3212;13251.723503875133;106
3213;13251.723503875133;106
3214;13127.21063189464;106
3215;13292.498033996219;109
3216;13251.723503875133;106
3217;13168.543067669383;108
3218;13258.948057852402;106
3219;13251.723503875133;106
3220;13307.047780185105;107
3221;13252.032611438764;108
3222;13228.540716129197;106
3223;13252.724096518094;109
3224;13400.445860805788;108
3225;13231.089488461988;106
3226;13226.37604866098;106
3227;13173.71954270456;106
3228;13251.723503875133;106
3229;13252.701598478805;106
3230;13231.05097333611;106
3231;13251.723503875133;106
3232;13251.723503875133;106
3233;13392.467899132698;108
3234;13316.609350888479;107
3235;13202.758721782904;106
3236;13203.165786094016;106
3237;13133.704686485278;106
3238;13228.410673956108;106
3239;13195.102349924648;108
3240;13251.723503875133;106
3241;13251.723503875133;106
3242;13251.723503875133;106
3243;13251.723503875133;106
3244;13251.723503875133;106
3245;13251.723503875133;106
3246;13123.131706443939;109
3247;13251.723503875133;106
3248;13251.723503875133;106
3249;13301.945105780655;107
3250;13328.80492290658;107
3251;13373.947649642421;107
3252;13251.723503875133;106
3253;13251.723503875133;106
3254;13288.094174099693;107
3255;13251.723503875133;106
3256;13251.723503875133;106
3257;13251.723503875133;106
3258;13251.723503875133;106
3259;13251.723503875133;106
3260;13251.723503875133;106
3261;13251.723503875133;106
3262;13290.838823602286;109
3263;13244.312066651064;108
3264;13251.723503875133;106
3265;13231.88571464472;106
3266;13115.787024530951;106
3267;13251.723503875133;106
3268;13251.723503875133;106
3269;13150.030586451176;106
3270;13251.723503875133;106
3271;13251.723503875133;106
3272;13251.723503875133;106
3273;13231.716328312392;106
3274;13246.990006428858;106
3275;13296.484289160744;107
3276;13160.404770225792;106
3277;13231.74025811883;106
3278;13199.763464510901;106
3279;13244.817459423222;107
3280;13229.080579505808;108
3281;13296.86289846979;108
3282;13296.485143382333;107
3283;13244.817459423222;107
3284;13184.549006601093;107
3285;13296.485143382333;107
3286;13244.817459423222;107
3287;13184.549006601093;107
3288;13231.358831507254;107
3289;13058.659912887739;108
3290;13161.89312849851;106
3291;13464.433284027258;109
3292;13489.473143745594;110
3293;13489.473143745594;110
3294;13603.869856659132;111
3295;13462.497926404143;110
3296;13431.709327800696;110
3297;13353.668651344222;111
3298;13510.784100165054;111
3299;13635.391994850106;112
3300;13402.334867212167;110
3301;13422.000827103371;109
3302;13522.39166338353;110
3303;13062.69830237553;105
3304;13336.665712129106;107
3305;13336.665712129106;107
3306;13336.665712129106;107
3307;13336.665712129106;107
3308;13336.665712129106;107
3309;13336.665712129106;107
3310;13234.760557498093;107
3311;13316.685013452168;107
3312;13336.665712129106;107
3313;13170.509144144822;107
3314;13155.960727333473;107
3315;13248.569405129405;107
3316;13336.665712129106;107
3317;13194.015322278517;106
